dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp27,youthful_edison,0.149600550532341,0.1491827368736267,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp27.md),meta data model,13/11/2017
