dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp88,youthful_edison,0.12778116762638092,0.13507352769374847,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp88.md),meta data model,13/11/2017
