dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp0,youthful_edison,0.14185895025730133,0.15002138912677765,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp0.md),meta data model,13/11/2017
