dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp83,youthful_edison,0.1310180425643921,0.13536673784255981,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp83.md),meta data model,13/11/2017
