dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp32,youthful_edison,0.13236568868160248,0.13704033195972443,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp32.md),meta data model,13/11/2017
