dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp17,youthful_edison,0.14996729791164398,0.14987926185131073,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp17.md),meta data model,13/11/2017
