dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp20,youthful_edison,0.13611580431461334,0.14014077186584473,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp20.md),meta data model,13/11/2017
