dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp19,youthful_edison,0.14555484056472778,0.1471714824438095,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp19.md),meta data model,13/11/2017
