dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp41,youthful_edison,0.13468854129314423,0.14043213427066803,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp41.md),meta data model,13/11/2017
