dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp68,youthful_edison,0.14054572582244873,0.146726593375206,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp68.md),meta data model,13/11/2017
