dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp40,youthful_edison,0.13012857735157013,0.13631871342658997,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp40.md),meta data model,13/11/2017
