dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp93,youthful_edison,0.13995657861232758,0.14241796731948853,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp93.md),meta data model,13/11/2017
