dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500_image,exp4,youthful_edison,0.14445240795612335,0.14509731531143188,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/youthful_edison/exp4.md),meta data model,13/11/2017
