dataset,expname,name,train_score,val_score,test_score,ref,report,description,created
prima_d1_500,exp2,elegant_heisenberg,0.1543012261390686,0.15396416187286377,,clement,[report](https://github.com/cthorey/prima/blob/master/reports/models/video_classification/elegant_heisenberg/exp2.md),benchmark,11/11/2017
